activity_log_id,provider_id,actor_type,actor_user_id,event_type,entity_type,entity_id,message,metadata,created_at
11,P001,SYSTEM,,SPECIALIST_ONBOARDED,User,SP1005,"Specialist onboarded: Lea Lange (UX Designer, Senior).","{""skills"": [""Design Systems"", ""Figma"", ""Prototyping"", ""React"", ""Spring"", ""User Research""], ""userId"": ""SP1005"", ""avgDailyRate"": 947.0, ""experienceLevel"": ""Senior"", ""technologyLevel"": ""Expert""}",2024-05-21T16:30:00+00:00
22,P002,SYSTEM,,SPECIALIST_ONBOARDED,User,SP2003,"Specialist onboarded: Lena Neumann (DevOps Engineer, Senior).","{""skills"": [""CI/CD"", ""Docker"", ""GCP"", ""Kubernetes"", ""React"", ""Tableau"", ""Terraform""], ""userId"": ""SP2003"", ""avgDailyRate"": 829.0, ""experienceLevel"": ""Senior"", ""technologyLevel"": ""Advanced""}",2024-05-22T09:45:00+00:00
31,P002,SYSTEM,,SPECIALIST_ONBOARDED,User,SP2012,"Specialist onboarded: Tim Müller (IT Consultant, Senior).","{""skills"": [""Azure"", ""ITIL"", ""MS Office"", ""Requirements"", ""Snowflake"", ""Stakeholder Mgmt""], ""userId"": ""SP2012"", ""avgDailyRate"": 812.0, ""experienceLevel"": ""Senior"", ""technologyLevel"": ""Advanced""}",2024-05-22T18:00:00+00:00
29,P002,SYSTEM,,SPECIALIST_ONBOARDED,User,SP2010,"Specialist onboarded: Thomas Becker (Cybersecurity Specialist, Mid).","{""skills"": [""FastAPI"", ""IAM"", ""ISO 27001"", ""Kafka"", ""SIEM"", ""Snowflake"", ""Threat Modelling""], ""userId"": ""SP2010"", ""avgDailyRate"": 629.0, ""experienceLevel"": ""Mid"", ""technologyLevel"": ""Intermediate""}",2024-05-23T08:00:00+00:00
54,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3017,"Specialist onboarded: Nina Zimmermann (IT Consultant, Junior).","{""skills"": [""GCP"", ""ITIL"", ""MS Office"", ""Requirements"", ""Snowflake"", ""Stakeholder Mgmt""], ""userId"": ""SP3017"", ""avgDailyRate"": 506.0, ""experienceLevel"": ""Junior"", ""technologyLevel"": ""Intermediate""}",2024-05-27T13:30:00+00:00
429,P002,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,41,Service order 41 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 41}",2024-05-28T10:45:00+00:00
345,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR035,Service request SR035 received and opened.,"{""type"": ""Single"", ""contractId"": ""C005"", ""serviceRequestId"": ""SR035""}",2024-05-28T11:45:00+00:00
347,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,91,Offer 91 submitted for service request SR035.,"{""offerId"": 91, ""dailyRate"": 547, ""totalCost"": 2188.0, ""serviceRequestId"": ""SR035""}",2024-05-31T11:45:00+00:00
346,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,90,Offer 90 submitted for service request SR035.,"{""offerId"": 90, ""dailyRate"": 430, ""totalCost"": 1720.0, ""serviceRequestId"": ""SR035""}",2024-06-01T11:45:00+00:00
53,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3016,"Specialist onboarded: Lukas Wolf (Data Analyst, Senior).","{""skills"": [""Data Modelling"", ""Databricks"", ""Power BI"", ""Python"", ""SQL"", ""Spring"", ""TypeScript""], ""userId"": ""SP3016"", ""avgDailyRate"": 891.0, ""experienceLevel"": ""Senior"", ""technologyLevel"": ""Expert""}",2024-06-01T13:15:00+00:00
401,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR042,Service request SR042 received and opened.,"{""type"": ""Multi"", ""contractId"": ""C006"", ""serviceRequestId"": ""SR042""}",2024-06-02T16:00:00+00:00
250,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,20,Invoice created for service order 20.,"{""amount"": 34848.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 20}",2024-06-03T10:00:00+00:00
46,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3009,"Specialist onboarded: Johanna Schmidt (SAP Consultant, Senior).","{""skills"": [""FastAPI"", ""S/4HANA"", ""SAP FI"", ""SAP MM"", ""SAP SD"", ""Tableau""], ""userId"": ""SP3009"", ""avgDailyRate"": 781.0, ""experienceLevel"": ""Senior"", ""technologyLevel"": ""Expert""}",2024-06-03T14:45:00+00:00
403,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,108,Offer 108 submitted for service request SR042.,"{""offerId"": 108, ""dailyRate"": 796, ""totalCost"": 11224.0, ""serviceRequestId"": ""SR042""}",2024-06-03T16:00:00+00:00
431,P002,USER,U203,SERVICE_ORDER_CHANGE_REQUEST_DECIDED,ServiceOrderChangeRequest,6,Change request 6 decided: Approved.,"{""status"": ""Approved"", ""serviceOrderId"": 41, ""changeRequestId"": 6}",2024-06-03T16:15:00+00:00
349,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,32,Service order 32 created from accepted offer 90.,"{""contractId"": ""C005"", ""serviceOrderId"": 32, ""serviceRequestId"": ""SR035""}",2024-06-04T18:30:00+00:00
402,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,107,Offer 107 submitted for service request SR042.,"{""offerId"": 107, ""dailyRate"": 500, ""totalCost"": 7110.0, ""serviceRequestId"": ""SR042""}",2024-06-05T16:00:00+00:00
404,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,109,Offer 109 submitted for service request SR042.,"{""offerId"": 109, ""dailyRate"": 929, ""totalCost"": 13066.0, ""serviceRequestId"": ""SR042""}",2024-06-05T16:00:00+00:00
57,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3020,"Specialist onboarded: Nina Richter (Project Manager, Mid).","{""skills"": [""GCP"", ""Kafka"", ""MS Project"", ""Prince2"", ""Risk Mgmt"", ""Scrum"", ""TypeScript""], ""userId"": ""SP3020"", ""avgDailyRate"": 640.0, ""experienceLevel"": ""Mid"", ""technologyLevel"": ""Intermediate""}",2024-06-05T17:30:00+00:00
348,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,90,Offer 90 accepted for service request SR035.,"{""offerId"": 90, ""serviceRequestId"": ""SR035""}",2024-06-06T11:45:00+00:00
40,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3003,"Specialist onboarded: Lea Schwarz (UX Designer, Senior).","{""skills"": [""Design Systems"", ""Figma"", ""Kafka"", ""Prototyping"", ""React"", ""TypeScript"", ""User Research""], ""userId"": ""SP3003"", ""avgDailyRate"": 893.0, ""experienceLevel"": ""Senior"", ""technologyLevel"": ""Expert""}",2024-06-09T16:30:00+00:00
35,P003,SYSTEM,,USER_CREATED,User,U301,Account created for Provider Admin: Laura Bauer.,"{""role"": ""Provider Admin"", ""email"": ""laura.bauer@bavaria-digital.de"", ""userId"": ""U301""}",2024-06-12T12:00:00+00:00
19,P002,SYSTEM,,USER_CREATED,User,U203,Account created for Contract Coordinator: Moritz Hartmann.,"{""role"": ""Contract Coordinator"", ""email"": ""moritz.hartmann@nordcloud-consulting.de"", ""userId"": ""U203""}",2024-06-14T11:00:00+00:00
262,P002,USER,U203,SERVICE_ORDER_CHANGE_REQUEST_DECIDED,ServiceOrderChangeRequest,5,Change request 5 decided: Declined.,"{""status"": ""Declined"", ""serviceOrderId"": 21, ""changeRequestId"": 5}",2024-06-17T14:00:00+00:00
28,P002,SYSTEM,,SPECIALIST_ONBOARDED,User,SP2009,"Specialist onboarded: Hannah Wolf (Data Analyst, Expert).","{""skills"": [""Data Modelling"", ""Databricks"", ""Power BI"", ""Python"", ""SQL"", ""TypeScript""], ""userId"": ""SP2009"", ""avgDailyRate"": 1022.0, ""experienceLevel"": ""Expert"", ""technologyLevel"": ""Expert""}",2024-06-17T18:00:00+00:00
4,P001,SYSTEM,,USER_CREATED,User,U101,Account created for Provider Admin: Lea Koch.,"{""role"": ""Provider Admin"", ""email"": ""lea.koch@rheintech.de"", ""userId"": ""U101""}",2024-06-18T08:15:00+00:00
51,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3014,"Specialist onboarded: Moritz Schmidt (DevOps Engineer, Expert).","{""skills"": [""CI/CD"", ""Docker"", ""Java"", ""Kubernetes"", ""Terraform""], ""userId"": ""SP3014"", ""avgDailyRate"": 1191.0, ""experienceLevel"": ""Expert"", ""technologyLevel"": ""Expert""}",2024-06-18T18:00:00+00:00
405,P003,USER,U302,SERVICE_REQUEST_CLOSED,ServiceRequest,SR042,Service request SR042 closed without award (budget/priority change).,"{""reason"": ""Budget/priority change"", ""serviceRequestId"": ""SR042""}",2024-06-21T16:00:00+00:00
26,P002,SYSTEM,,SPECIALIST_ONBOARDED,User,SP2007,"Specialist onboarded: Thomas Lange (Cloud Architect, Junior).","{""skills"": [""AWS"", ""Azure"", ""Databricks"", ""Networking"", ""Security"", ""Snowflake"", ""TypeScript""], ""userId"": ""SP2007"", ""avgDailyRate"": 527.0, ""experienceLevel"": ""Junior"", ""technologyLevel"": ""Basic""}",2024-06-24T11:30:00+00:00
259,P002,SYSTEM,,INVOICE_PAID,ServiceOrder,21,Invoice paid for service order 21.,"{""amount"": 35849.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 21}",2024-06-25T14:45:00+00:00
196,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR016,Service request SR016 received and opened.,"{""type"": ""Single"", ""contractId"": ""C002"", ""serviceRequestId"": ""SR016""}",2024-06-27T14:30:00+00:00
200,P003,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,15,Service order 15 created from accepted offer 41.,"{""contractId"": ""C002"", ""serviceOrderId"": 15, ""serviceRequestId"": ""SR016""}",2024-06-29T16:45:00+00:00
350,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,32,Invoice created for service order 32.,"{""amount"": 1720.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 32}",2024-06-29T18:30:00+00:00
198,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,41,Offer 41 submitted for service request SR016.,"{""offerId"": 41, ""dailyRate"": 1040, ""totalCost"": 14620.0, ""serviceRequestId"": ""SR016""}",2024-07-01T14:30:00+00:00
197,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,40,Offer 40 submitted for service request SR016.,"{""offerId"": 40, ""dailyRate"": 840, ""totalCost"": 11840.0, ""serviceRequestId"": ""SR016""}",2024-07-02T14:30:00+00:00
352,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,32,Service order 32 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 32}",2024-07-03T12:45:00+00:00
56,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3019,"Specialist onboarded: Noah Schmidt (Cybersecurity Specialist, Junior).","{""skills"": [""IAM"", ""ISO 27001"", ""Java"", ""React"", ""SIEM"", ""Snowflake"", ""Threat Modelling""], ""userId"": ""SP3019"", ""avgDailyRate"": 482.0, ""experienceLevel"": ""Junior"", ""technologyLevel"": ""Basic""}",2024-07-03T13:45:00+00:00
32,P002,SYSTEM,,SPECIALIST_ONBOARDED,User,SP2013,"Specialist onboarded: Felix Hartmann (DevOps Engineer, Expert).","{""skills"": [""CI/CD"", ""Docker"", ""GCP"", ""Kubernetes"", ""Terraform""], ""userId"": ""SP2013"", ""avgDailyRate"": 1186.0, ""experienceLevel"": ""Expert"", ""technologyLevel"": ""Expert""}",2024-07-04T14:15:00+00:00
44,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3007,"Specialist onboarded: Clara Koch (DevOps Engineer, Senior).","{""skills"": [""AWS"", ""CI/CD"", ""Docker"", ""Kubernetes"", ""React"", ""Terraform""], ""userId"": ""SP3007"", ""avgDailyRate"": 940.0, ""experienceLevel"": ""Senior"", ""technologyLevel"": ""Expert""}",2024-07-05T13:00:00+00:00
199,P003,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,41,Offer 41 accepted for service request SR016.,"{""offerId"": 41, ""serviceRequestId"": ""SR016""}",2024-07-05T14:30:00+00:00
13,P001,SYSTEM,,SPECIALIST_ONBOARDED,User,SP1007,"Specialist onboarded: Jan Weber (IT Consultant, Mid).","{""skills"": [""AWS"", ""FastAPI"", ""ITIL"", ""MS Office"", ""Requirements"", ""Stakeholder Mgmt"", ""TypeScript""], ""userId"": ""SP1007"", ""avgDailyRate"": 701.0, ""experienceLevel"": ""Mid"", ""technologyLevel"": ""Advanced""}",2024-07-08T09:30:00+00:00
92,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR003,Service request SR003 received and opened.,"{""type"": ""Single"", ""contractId"": ""C001"", ""serviceRequestId"": ""SR003""}",2024-07-11T17:15:00+00:00
6,P001,SYSTEM,,USER_CREATED,User,U103,Account created for Contract Coordinator: David Schmidt.,"{""role"": ""Contract Coordinator"", ""email"": ""david.schmidt@rheintech.de"", ""userId"": ""U103""}",2024-07-12T14:30:00+00:00
260,P002,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,21,Service order 21 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 21}",2024-07-12T14:45:00+00:00
96,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,3,Service order 3 created from accepted offer 8.,"{""contractId"": ""C001"", ""serviceOrderId"": 3, ""serviceRequestId"": ""SR003""}",2024-07-12T15:15:00+00:00
94,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,8,Offer 8 submitted for service request SR003.,"{""offerId"": 8, ""dailyRate"": 956, ""totalCost"": 8684.0, ""serviceRequestId"": ""SR003""}",2024-07-12T17:15:00+00:00
95,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,8,Offer 8 accepted for service request SR003.,"{""offerId"": 8, ""serviceRequestId"": ""SR003""}",2024-07-16T17:15:00+00:00
93,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,7,Offer 7 submitted for service request SR003.,"{""offerId"": 7, ""dailyRate"": 866, ""totalCost"": 7954.0, ""serviceRequestId"": ""SR003""}",2024-07-16T17:15:00+00:00
251,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,20,Invoice paid for service order 20.,"{""amount"": 34848.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 20}",2024-07-19T10:00:00+00:00
172,P003,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,12,Service order 12 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 12}",2024-07-25T15:45:00+00:00
66,P003,SYSTEM,,CONTRACT_AWARDED,Contract,C006,Contract C006 awarded to Bavaria Digital Services GmbH.,"{""awardId"": 6, ""contractId"": ""C006"", ""providerId"": ""P003""}",2024-07-31T18:45:00+00:00
99,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,3,Service order 3 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 3}",2024-08-01T15:00:00+00:00
97,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,3,Invoice created for service order 3.,"{""amount"": 8684.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 3}",2024-08-01T15:15:00+00:00
201,P003,SYSTEM,,INVOICE_CREATED,ServiceOrder,15,Invoice created for service order 15.,"{""amount"": 14620.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 15}",2024-08-03T16:45:00+00:00
203,P003,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,15,Service order 15 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 15}",2024-08-07T17:00:00+00:00
10,P001,SYSTEM,,SPECIALIST_ONBOARDED,User,SP1004,"Specialist onboarded: Tim Koch (SAP Consultant, Junior).","{""skills"": [""Kafka"", ""S/4HANA"", ""SAP FI"", ""SAP MM"", ""SAP SD""], ""userId"": ""SP1004"", ""avgDailyRate"": 476.0, ""experienceLevel"": ""Junior"", ""technologyLevel"": ""Intermediate""}",2024-08-08T12:00:00+00:00
229,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,18,Service order 18 created from accepted offer 52.,"{""contractId"": ""C003"", ""serviceOrderId"": 18, ""serviceRequestId"": ""SR020""}",2024-08-11T11:45:00+00:00
224,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR020,Service request SR020 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C003"", ""serviceRequestId"": ""SR020""}",2024-08-11T13:30:00+00:00
202,P003,SYSTEM,,INVOICE_PAID,ServiceOrder,15,Invoice paid for service order 15.,"{""amount"": 14620.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 15}",2024-08-11T16:45:00+00:00
225,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,50,Offer 50 submitted for service request SR020.,"{""offerId"": 50, ""dailyRate"": 1035, ""totalCost"": 2070.0, ""serviceRequestId"": ""SR020""}",2024-08-13T13:30:00+00:00
351,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,32,Invoice paid for service order 32.,"{""amount"": 1720.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 32}",2024-08-13T18:30:00+00:00
227,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,52,Offer 52 submitted for service request SR020.,"{""offerId"": 52, ""dailyRate"": 543, ""totalCost"": 1086.0, ""serviceRequestId"": ""SR020""}",2024-08-15T13:30:00+00:00
226,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,51,Offer 51 submitted for service request SR020.,"{""offerId"": 51, ""dailyRate"": 866, ""totalCost"": 1732.0, ""serviceRequestId"": ""SR020""}",2024-08-17T13:30:00+00:00
228,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,52,Offer 52 accepted for service request SR020.,"{""offerId"": 52, ""serviceRequestId"": ""SR020""}",2024-08-17T13:30:00+00:00
52,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3015,"Specialist onboarded: David Lange (SAP Consultant, Senior).","{""skills"": [""S/4HANA"", ""SAP FI"", ""SAP MM"", ""SAP SD"", ""TypeScript""], ""userId"": ""SP3015"", ""avgDailyRate"": 949.0, ""experienceLevel"": ""Senior"", ""technologyLevel"": ""Expert""}",2024-08-18T15:00:00+00:00
84,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR002,Service request SR002 received and opened.,"{""type"": ""Single"", ""contractId"": ""C001"", ""serviceRequestId"": ""SR002""}",2024-08-19T10:30:00+00:00
86,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,5,Offer 5 submitted for service request SR002.,"{""offerId"": 5, ""dailyRate"": 508, ""totalCost"": 9952.0, ""serviceRequestId"": ""SR002""}",2024-08-20T10:30:00+00:00
85,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,4,Offer 4 submitted for service request SR002.,"{""offerId"": 4, ""dailyRate"": 681, ""totalCost"": 13489.0, ""serviceRequestId"": ""SR002""}",2024-08-20T10:30:00+00:00
47,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3010,"Specialist onboarded: Max Neumann (Backend Engineer, Senior).","{""skills"": [""API Design"", ""Django"", ""PostgreSQL"", ""Python"", ""Tableau""], ""userId"": ""SP3010"", ""avgDailyRate"": 939.0, ""experienceLevel"": ""Senior"", ""technologyLevel"": ""Expert""}",2024-08-22T10:45:00+00:00
89,P003,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,2,Service order 2 created from accepted offer 6.,"{""contractId"": ""C001"", ""serviceOrderId"": 2, ""serviceRequestId"": ""SR002""}",2024-08-22T16:15:00+00:00
87,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,6,Offer 6 submitted for service request SR002.,"{""offerId"": 6, ""dailyRate"": 474, ""totalCost"": 9556.0, ""serviceRequestId"": ""SR002""}",2024-08-25T10:30:00+00:00
88,P003,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,6,Offer 6 accepted for service request SR002.,"{""offerId"": 6, ""serviceRequestId"": ""SR002""}",2024-08-26T10:30:00+00:00
252,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,20,Service order 20 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 20}",2024-08-29T13:30:00+00:00
230,P001,SYSTEM,,INVOICE_CREATED,ServiceOrder,18,Invoice created for service order 18.,"{""amount"": 1086.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Invoiced"", ""serviceOrderId"": 18}",2024-09-01T11:45:00+00:00
17,P002,SYSTEM,,USER_CREATED,User,U201,Account created for Provider Admin: Jonas Wolf.,"{""role"": ""Provider Admin"", ""email"": ""jonas.wolf@nordcloud-consulting.de"", ""userId"": ""U201""}",2024-09-02T16:45:00+00:00
384,P003,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR040,Service request SR040 received and opened.,"{""type"": ""Team"", ""contractId"": ""C005"", ""serviceRequestId"": ""SR040""}",2024-09-03T12:00:00+00:00
387,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,103,Offer 103 submitted for service request SR040.,"{""offerId"": 103, ""dailyRate"": 1040, ""totalCost"": 3120.0, ""serviceRequestId"": ""SR040""}",2024-09-05T12:00:00+00:00
386,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,102,Offer 102 submitted for service request SR040.,"{""offerId"": 102, ""dailyRate"": 543, ""totalCost"": 1629.0, ""serviceRequestId"": ""SR040""}",2024-09-05T12:00:00+00:00
389,P001,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,37,Service order 37 created from accepted offer 102.,"{""contractId"": ""C005"", ""serviceOrderId"": 37, ""serviceRequestId"": ""SR040""}",2024-09-05T14:45:00+00:00
388,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,102,Offer 102 accepted for service request SR040.,"{""offerId"": 102, ""serviceRequestId"": ""SR040""}",2024-09-06T12:00:00+00:00
385,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,101,Offer 101 submitted for service request SR040.,"{""offerId"": 101, ""dailyRate"": 867, ""totalCost"": 2601.0, ""serviceRequestId"": ""SR040""}",2024-09-08T12:00:00+00:00
117,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR006,Service request SR006 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C001"", ""serviceRequestId"": ""SR006""}",2024-09-13T14:00:00+00:00
120,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,16,Offer 16 submitted for service request SR006.,"{""offerId"": 16, ""dailyRate"": 685, ""totalCost"": 6165.0, ""serviceRequestId"": ""SR006""}",2024-09-14T14:00:00+00:00
119,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,15,Offer 15 submitted for service request SR006.,"{""offerId"": 15, ""dailyRate"": 532, ""totalCost"": 4788.0, ""serviceRequestId"": ""SR006""}",2024-09-15T14:00:00+00:00
43,P003,SYSTEM,,SPECIALIST_ONBOARDED,User,SP3006,"Specialist onboarded: Andreas Wagner (UX Designer, Mid).","{""skills"": [""Design Systems"", ""FastAPI"", ""Figma"", ""Prototyping"", ""Tableau"", ""TypeScript"", ""User Research""], ""userId"": ""SP3006"", ""avgDailyRate"": 753.0, ""experienceLevel"": ""Mid"", ""technologyLevel"": ""Advanced""}",2024-09-15T15:30:00+00:00
98,P001,SYSTEM,,INVOICE_PAID,ServiceOrder,3,Invoice paid for service order 3.,"{""amount"": 8684.0, ""currency"": ""EUR"", ""invoiceStatus"": ""Paid"", ""serviceOrderId"": 3}",2024-09-17T15:15:00+00:00
209,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR018,Service request SR018 received and opened.,"{""type"": ""Single"", ""contractId"": ""C003"", ""serviceRequestId"": ""SR018""}",2024-09-18T11:00:00+00:00
118,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,14,Offer 14 submitted for service request SR006.,"{""offerId"": 14, ""dailyRate"": 927, ""totalCost"": 8343.0, ""serviceRequestId"": ""SR006""}",2024-09-18T14:00:00+00:00
217,P002,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR019,Service request SR019 received and opened.,"{""type"": ""Work Contract"", ""contractId"": ""C003"", ""serviceRequestId"": ""SR019""}",2024-09-20T12:15:00+00:00
212,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,47,Offer 47 submitted for service request SR018.,"{""offerId"": 47, ""dailyRate"": 603, ""totalCost"": 1206.0, ""serviceRequestId"": ""SR018""}",2024-09-21T11:00:00+00:00
121,P003,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,14,Offer 14 accepted for service request SR006.,"{""offerId"": 14, ""serviceRequestId"": ""SR006""}",2024-09-21T14:00:00+00:00
210,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,45,Offer 45 submitted for service request SR018.,"{""offerId"": 45, ""dailyRate"": 433, ""totalCost"": 866.0, ""serviceRequestId"": ""SR018""}",2024-09-22T11:00:00+00:00
218,P001,USER,U102,SERVICE_OFFER_SUBMITTED,ServiceOffer,48,Offer 48 submitted for service request SR019.,"{""offerId"": 48, ""dailyRate"": 774, ""totalCost"": 3096.0, ""serviceRequestId"": ""SR019""}",2024-09-22T12:15:00+00:00
213,P001,GROUP3_SYSTEM,,SERVICE_OFFER_ACCEPTED,ServiceOffer,45,Offer 45 accepted for service request SR018.,"{""offerId"": 45, ""serviceRequestId"": ""SR018""}",2024-09-24T11:00:00+00:00
211,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,46,Offer 46 submitted for service request SR018.,"{""offerId"": 46, ""dailyRate"": 588, ""totalCost"": 1176.0, ""serviceRequestId"": ""SR018""}",2024-09-24T11:00:00+00:00
219,P003,USER,U302,SERVICE_OFFER_SUBMITTED,ServiceOffer,49,Offer 49 submitted for service request SR019.,"{""offerId"": 49, ""dailyRate"": 1095, ""totalCost"": 4380.0, ""serviceRequestId"": ""SR019""}",2024-09-24T12:15:00+00:00
392,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,37,Service order 37 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 37}",2024-09-24T17:45:00+00:00
232,P001,SYSTEM,,SERVICE_ORDER_COMPLETED,ServiceOrder,18,Service order 18 completed.,"{""status"": ""Completed"", ""serviceOrderId"": 18}",2024-09-25T15:45:00+00:00
100,P001,GROUP3_SYSTEM,,SERVICE_REQUEST_RECEIVED,ServiceRequest,SR004,Service request SR004 received and opened.,"{""type"": ""Team"", ""contractId"": ""C001"", ""serviceRequestId"": ""SR004""}",2024-09-25T15:45:00+00:00
122,P003,SYSTEM,,SERVICE_ORDER_CREATED,ServiceOrder,6,Service order 6 created from accepted offer 14.,"{""contractId"": ""C001"", ""serviceOrderId"": 6, ""serviceRequestId"": ""SR006""}",2024-09-26T08:30:00+00:00
102,P002,USER,U202,SERVICE_OFFER_SUBMITTED,ServiceOffer,10,Offer 10 submitted for service request SR004.,"{""offerId"": 10, ""dailyRate"": 599, ""totalCost"": 60499.0, ""serviceRequestId"": ""SR004""}",2024-09-27T15:45:00+00:00
